"","NMFS_DNA_ID","BOX_ID","BOX_POSITION","SAMPLE_ID","Pop","LENGTH","gender","COLLECTION_DATE","ESTIMATED_DATE","PICKER","PICK_DATE","TRIB_1","TRIB_2","WATER_NAME","REACH_SITE","HATCHERY","LOCATION_COMMENTS_F","Sample_ID","R04944","R04944.1","Omy_AldA","Omy_AldA.1","SexID","SexID.1","SH95489.423","SH95489.423.1","SH100771.63","SH100771.63.1","SH102510.682","SH102510.682.1","SH105115.367","SH105115.367.1","SH108735.311","SH108735.311.1","SH110201.359","SH110201.359.1","SH113128.73","SH113128.73.1","SH117286.374","SH117286.374.1","SH119892.365","SH119892.365.1","SH127645.308","SH127645.308.1","OMGH1PROM1.SNP1","OMGH1PROM1.SNP1.1","Omy_arp.630","Omy_arp.630.1","SH96222.125","SH96222.125.1","SH100974.386","SH100974.386.1","SH102867.443","SH102867.443.1","SH105385.406","SH105385.406.1","SH109243.222","SH109243.222.1","SH110362.585","SH110362.585.1","SH114315.438","SH114315.438.1","SH117370.400","SH117370.400.1","SH120255.332","SH120255.332.1","SH128851.273","SH128851.273.1","Omy_aspAT.123","Omy_aspAT.123.1","Omy_g12.82","Omy_g12.82.1","SH97077.73","SH97077.73.1","SH101554.306","SH101554.306.1","SH103350.395","SH103350.395.1","SH105386.347","SH105386.347.1","SH109525.403","SH109525.403.1","SH110689.148","SH110689.148.1","SH114448.87","SH114448.87.1","SH117540.259","SH117540.259.1","SH120950.569","SH120950.569.1","SH128996.481","SH128996.481.1","Omy_COX1.221","Omy_COX1.221.1","Omy_gh.475","Omy_gh.475.1","SH97954.618","SH97954.618.1","SH101770.410","SH101770.410.1","SH103577.379","SH103577.379.1","SH105714.265","SH105714.265.1","SH109651.445","SH109651.445.1","SH111666.301","SH111666.301.1","SH114587.480","SH114587.480.1","SH117815.81","SH117815.81.1","SH121006.131","SH121006.131.1","SH129870.756","SH129870.756.1","Omy_nramp.146","Omy_nramp.146.1","Omy_gsdf.291","Omy_gsdf.291.1","SH98188.405","SH98188.405.1","SH101832.195","SH101832.195.1","SH103705.558","SH103705.558.1","SH106172.332","SH106172.332.1","SH109693.461","SH109693.461.1","SH112208.328","SH112208.328.1","SH114976.223","SH114976.223.1","SH118175.396","SH118175.396.1","SH123044.128","SH123044.128.1","SH130524.160","SH130524.160.1","Omy_Ogo4.304","Omy_Ogo4.304.1","Omy_mapK3.103","Omy_mapK3.103.1","SH98409.549","SH98409.549.1","SH101993.189","SH101993.189.1","SH104519.624","SH104519.624.1","SH106313.445","SH106313.445.1","SH109874.148","SH109874.148.1","SH112301.202","SH112301.202.1","SH115987.812","SH115987.812.1","SH118654.91","SH118654.91.1","SH125998.61","SH125998.61.1","SH130720.100","SH130720.100.1","OMY_PEPA.INT6","OMY_PEPA.INT6.1","Omy_mcsf.371","Omy_mcsf.371.1","SH98683.165","SH98683.165.1","SH102420.634","SH102420.634.1","SH105075.162","SH105075.162.1","SH107074.217","SH107074.217.1","SH110064.419","SH110064.419.1","SH112820.82","SH112820.82.1","SH116733.349","SH116733.349.1","SH118938.341","SH118938.341.1","SH127236.583","SH127236.583.1","SH131460.646","SH131460.646.1","ONMYCRBF_1.SNP1","ONMYCRBF_1.SNP1.1","SH95318.147","SH95318.147.1","SH99300.202","SH99300.202.1","SH102505.102","SH102505.102.1","SH105105.448","SH105105.448.1","SH107285.69","SH107285.69.1","SH110078.294","SH110078.294.1","SH113109.205","SH113109.205.1","SH117259.96","SH117259.96.1","SH119108.357","SH119108.357.1","SH127510.920","SH127510.920.1","SH131965.120","SH131965.120.1"
"268","M074239","M749","11B","GR071914SFB002","SFB",229,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074239_M749_11B",4,4,4,4,7,6,3,3,4,1,2,2,2,2,1,3,1,1,2,2,1,1,2,1,4,4,1,1,1,3,1,1,1,1,2,2,3,1,4,4,2,2,2,2,2,4,4,4,1,1,3,1,2,2,4,4,1,1,3,3,3,3,4,4,4,4,1,1,2,1,2,2,2,2,4,1,4,2,3,3,1,1,1,1,1,1,3,3,4,4,1,1,1,3,2,2,1,1,3,3,3,1,3,3,3,3,3,3,2,2,4,4,3,1,1,1,1,1,1,1,3,3,1,1,4,4,2,2,1,1,1,1,2,1,4,4,1,1,3,3,2,4,2,1,1,1,3,1,4,2,3,3,2,2,2,2,4,4,1,1,4,4,1,1,1,1,2,3,1,1,1,3,3,3,4,4,4,4,1,3,3,3,4,4,2,2,3,3,3,3,1,1,3,3
"269","M074240","M749","11C","KH071914SFB001","SFB",210,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074240_M749_11C",4,4,3,3,6,6,3,1,4,1,1,1,2,2,1,3,2,1,2,3,1,1,2,2,4,4,1,1,1,3,3,1,3,1,2,1,3,3,4,4,2,2,2,1,4,4,4,4,1,1,1,1,2,2,4,1,3,1,3,3,3,3,2,4,3,3,1,1,1,1,2,2,2,1,4,4,2,2,1,3,3,3,1,1,1,3,3,3,4,1,2,1,3,3,2,2,1,1,3,3,3,3,3,3,3,3,3,3,2,2,4,1,3,1,2,1,1,1,1,3,2,3,1,1,4,1,2,4,1,1,3,3,2,1,4,4,1,1,1,3,2,4,2,2,1,1,1,1,4,2,3,3,2,1,2,2,2,2,1,1,4,4,1,3,1,4,2,3,1,3,3,3,3,3,4,4,4,4,1,3,2,2,4,4,2,2,3,3,1,1,3,3,3,3
"270","M074241","M749","11D","KH071914SFB002","SFB",165,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074241_M749_11D",4,4,3,3,7,6,3,1,4,1,2,1,2,2,1,1,2,2,2,3,1,1,2,2,4,4,1,4,3,3,3,1,3,3,1,1,3,1,3,3,2,2,2,2,4,4,4,4,1,1,1,1,2,2,4,1,1,1,3,4,3,3,4,4,3,4,1,1,2,2,2,2,2,1,4,4,2,2,3,3,3,3,1,1,1,3,3,3,4,1,2,1,3,3,2,2,3,3,1,3,3,1,3,1,3,4,3,3,2,1,4,4,3,1,1,1,1,1,1,3,2,2,3,1,4,4,4,4,1,1,3,1,2,1,4,4,2,1,3,3,2,4,2,2,1,1,1,1,4,2,3,3,2,1,2,2,2,2,1,1,4,4,3,3,1,4,3,3,1,1,1,3,3,3,4,4,4,4,1,3,2,3,4,4,2,2,3,3,3,1,1,3,3,3
"271","M074242","M749","11E","DO071914SFB001","SFB",180,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074242_M749_11E",4,4,3,4,6,6,3,3,4,1,2,2,2,2,1,3,2,2,2,3,1,1,2,2,4,4,1,1,1,3,1,1,3,1,2,1,3,1,3,3,4,2,1,1,2,4,4,4,1,1,1,1,2,4,4,4,1,1,3,3,3,3,2,4,4,4,1,1,2,1,2,2,2,2,4,1,4,4,1,1,3,1,1,1,1,3,3,3,4,4,2,1,3,3,2,2,3,3,3,3,3,3,1,1,3,3,3,3,2,1,4,4,3,1,1,1,1,1,1,3,2,3,3,1,4,4,2,4,1,1,3,1,2,2,4,4,1,1,1,3,2,4,2,2,3,3,1,1,4,2,3,4,1,1,2,2,2,2,1,1,4,4,1,3,1,4,2,3,1,1,1,3,1,3,4,4,4,4,3,3,2,2,4,4,2,2,1,1,3,3,3,3,3,3
"272","M074243","M749","11F","DO071914SFB002","SFB",190,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074243_M749_11F",4,4,3,3,7,6,3,1,4,4,2,2,2,2,1,3,2,1,2,3,1,1,2,2,4,4,1,4,1,1,3,3,3,3,2,2,3,3,3,3,4,2,2,2,2,2,4,4,1,1,0,0,2,4,1,1,1,1,3,3,3,3,2,4,3,3,1,1,2,2,2,1,2,2,4,1,2,2,1,1,3,1,1,1,1,3,3,3,4,1,2,1,3,3,2,2,3,3,3,3,3,1,3,3,3,3,3,3,2,1,4,4,3,3,2,1,1,1,1,3,3,3,3,1,4,1,2,2,1,1,3,1,2,2,2,4,1,1,3,3,2,4,2,2,1,1,1,1,4,2,3,4,2,2,2,2,2,2,1,1,4,2,1,3,4,4,3,3,1,3,3,3,3,3,4,4,4,4,3,3,2,2,4,4,2,2,3,3,3,3,3,3,3,3
"273","M074244","M749","11G","DO071914SFB003","SFB",200,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074244_M749_11G",0,0,3,3,7,6,1,1,4,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,4,4,1,4,3,3,1,1,3,3,2,1,1,1,3,4,4,2,2,1,2,4,4,4,1,1,1,1,2,2,4,4,1,1,3,3,3,3,2,4,3,4,1,1,1,1,2,2,2,2,4,4,4,4,1,1,3,3,1,1,1,1,3,3,4,4,2,1,3,3,2,2,3,3,3,3,3,3,3,1,3,4,3,1,2,1,4,1,1,1,1,1,1,1,1,3,2,3,1,1,4,1,2,4,1,1,1,1,1,1,4,4,1,1,1,3,4,4,2,2,3,3,1,1,4,4,3,3,1,1,2,2,2,2,1,1,4,4,1,3,1,1,3,3,1,3,3,3,1,3,4,4,2,4,3,3,2,2,4,4,2,2,3,3,3,3,3,3,3,3
"274","M074245","M749","11H","DO071914SFB004","SFB",245,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074245_M749_11H",4,4,3,3,7,6,1,1,4,4,2,2,2,2,3,3,2,1,2,2,1,1,2,2,4,4,1,4,3,3,1,1,3,1,1,1,3,3,3,3,2,2,2,2,2,2,4,4,1,1,1,1,2,2,4,1,1,1,3,3,3,4,2,4,3,4,1,1,2,1,2,2,2,1,4,1,2,2,1,3,3,1,4,1,1,3,3,3,4,4,1,1,1,3,2,2,1,3,3,3,3,3,3,3,3,4,3,3,2,1,4,1,1,1,1,1,1,1,1,1,2,2,3,1,4,4,4,4,1,1,3,1,1,1,2,4,1,1,1,3,2,4,2,2,1,1,1,1,2,2,3,3,2,1,2,1,2,2,1,1,4,2,1,3,1,4,3,3,1,3,1,3,3,3,4,4,4,4,1,3,3,3,2,4,2,2,3,3,3,1,3,3,3,3
"275","M074246","M749","12A","DO071914SFB005","SFB",137,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074246_M749_12A",4,4,3,3,7,6,1,1,4,4,2,1,2,2,1,3,2,1,3,3,1,1,2,1,4,4,1,1,1,1,1,1,3,1,2,2,3,3,3,3,2,2,1,1,2,4,4,4,4,1,3,3,2,2,4,4,1,1,3,4,3,4,2,4,3,3,1,1,2,2,2,2,2,1,4,1,4,2,3,3,3,3,1,1,1,1,3,3,4,1,1,1,3,3,2,2,3,3,1,1,3,1,3,1,3,3,3,1,2,1,4,4,3,3,2,1,1,1,1,1,2,2,1,1,4,1,4,4,1,1,3,1,2,1,2,4,1,1,3,3,2,4,2,2,1,3,3,1,4,2,3,3,2,1,2,2,2,2,1,1,4,4,3,3,1,1,3,3,3,3,3,3,1,3,4,4,2,4,3,3,3,3,4,4,2,2,3,3,3,3,3,3,3,3
"276","M074247","M749","12B","DO071914SFB006","SFB",227,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074247_M749_12B",4,4,3,3,6,6,3,3,4,1,2,2,2,3,3,3,1,1,3,3,1,1,2,2,4,4,4,4,1,3,1,1,1,1,2,1,3,1,3,4,4,2,1,1,2,2,4,4,1,1,1,1,2,4,4,1,1,1,3,3,3,3,2,4,3,3,1,1,1,1,2,2,2,2,4,1,4,2,1,1,1,1,4,1,1,1,3,3,4,1,1,1,3,3,2,2,1,3,1,1,3,3,3,3,3,4,3,1,2,1,4,4,3,1,1,1,1,1,1,1,2,3,3,1,1,1,2,4,1,1,3,1,1,1,4,4,1,1,1,3,4,4,2,2,3,3,1,1,4,2,3,4,2,1,2,2,2,2,1,1,4,2,3,3,1,4,3,3,1,1,1,3,3,3,4,4,4,4,3,3,3,3,4,4,2,2,1,1,3,1,3,3,1,3
"277","M074248","M749","12C","DO071914SFB007","SFB",200,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074248_M749_12C",4,4,3,3,6,6,3,3,4,1,2,2,2,2,3,3,1,1,3,3,1,1,2,2,4,4,1,1,1,1,1,1,1,1,2,1,3,1,3,3,2,2,2,1,2,4,4,4,1,1,1,1,4,4,4,4,3,1,3,4,3,3,2,4,3,3,1,1,2,1,2,2,2,2,4,4,4,2,1,3,3,3,1,1,1,1,3,3,4,4,1,1,3,3,2,2,1,1,3,3,3,3,1,1,3,3,3,3,2,2,4,4,3,1,2,1,1,1,1,3,2,2,3,1,4,1,2,4,1,1,3,1,2,1,4,4,1,1,1,3,2,4,2,2,3,3,1,1,4,2,3,4,2,1,2,2,2,2,1,1,4,4,1,3,1,1,3,3,1,3,1,3,3,3,4,4,4,4,1,3,2,2,4,4,2,2,3,3,3,3,1,1,3,3
"278","M074249","M749","12D","DO071914SFB008","SFB",160,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074249_M749_12D",4,4,3,3,6,6,3,1,4,4,2,2,2,3,1,1,1,1,2,3,1,1,2,2,4,4,1,1,3,3,1,1,3,1,1,1,3,3,3,3,2,2,1,1,2,4,4,4,1,1,1,1,2,2,4,1,3,1,3,4,3,3,4,4,3,4,1,1,1,1,2,1,2,2,4,4,2,2,1,1,1,1,1,1,1,3,3,3,4,1,2,1,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,2,1,4,4,3,1,1,1,1,1,1,1,2,2,3,1,4,4,4,4,1,1,3,1,2,1,2,4,1,1,1,3,2,4,2,2,1,1,1,1,2,2,3,4,2,2,2,2,2,2,1,1,4,4,3,3,1,4,2,2,1,1,3,3,3,3,4,4,2,4,3,3,2,2,2,4,2,2,3,3,3,1,3,3,3,3
"279","M074250","M749","12E","DO071914SFB009","SFB",150,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074250_M749_12E",4,4,3,3,7,6,3,1,1,1,2,1,2,2,1,3,2,2,3,3,1,1,2,2,4,4,1,4,1,1,1,1,3,1,2,1,3,1,3,3,4,2,2,1,2,4,4,4,1,1,3,1,2,4,4,4,3,1,3,3,3,4,2,4,3,3,1,1,2,1,2,1,1,1,4,4,4,2,1,3,1,1,1,1,3,3,3,3,1,1,2,1,1,3,2,2,3,3,3,3,3,1,3,1,3,3,3,1,2,1,4,4,3,1,1,1,1,1,1,3,2,2,1,1,4,4,4,4,1,1,3,1,2,1,4,4,1,1,3,3,2,2,2,2,1,1,1,1,4,4,4,4,1,1,2,2,2,2,2,1,4,4,1,3,1,1,3,3,1,3,1,1,3,3,4,4,4,4,1,1,2,2,4,4,2,2,3,1,3,3,3,3,3,3
"280","M074251","M749","12F","DO071914SFB010","SFB",146,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074251_M749_12F",4,4,3,3,7,6,3,1,1,1,2,1,2,2,3,3,2,2,3,3,1,1,2,2,4,4,1,4,1,3,1,1,3,1,2,1,3,3,3,4,2,2,2,1,2,4,4,4,1,1,1,1,2,2,4,1,1,1,3,4,3,3,2,4,4,4,1,1,2,2,2,1,2,2,4,1,4,2,1,1,3,3,4,1,1,3,1,3,4,1,2,1,3,3,2,2,1,3,3,3,3,1,3,3,3,4,3,1,2,2,4,4,3,1,1,1,1,1,1,3,2,3,3,1,1,1,2,4,1,1,3,1,2,1,0,0,1,1,3,3,2,2,2,2,1,1,1,1,4,4,3,4,2,2,2,2,2,4,1,1,4,4,3,3,1,4,3,3,1,3,1,3,3,3,4,1,4,4,3,3,3,3,2,4,2,2,3,1,3,1,1,1,3,3
"281","M074252","M749","12G","DO071914SFB011","SFB",161,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074252_M749_12G",4,4,3,4,7,6,3,1,4,4,2,2,2,2,1,1,2,2,3,3,1,1,2,1,4,4,1,4,1,3,1,1,3,1,2,1,3,1,3,3,4,2,2,1,2,2,4,4,1,1,0,0,2,4,4,4,3,1,3,3,3,4,2,4,3,4,1,1,2,2,2,1,2,1,4,4,4,2,1,1,1,1,1,1,3,3,3,3,4,1,2,1,1,3,2,2,3,3,3,3,3,1,3,1,3,4,3,1,2,1,4,4,3,1,2,1,1,1,3,3,2,2,3,1,4,4,2,4,1,4,1,1,2,2,2,4,1,1,3,3,2,2,2,2,1,1,1,1,4,2,3,4,1,1,2,2,2,2,2,1,4,4,1,3,1,1,2,3,1,3,1,1,1,3,4,4,4,4,1,3,2,2,4,4,2,1,3,1,3,1,3,3,3,3
"282","M074253","M749","12H","DO071914SFB012","SFB",220,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074253_M749_12H",4,4,3,3,6,6,1,1,1,1,2,2,2,2,1,3,2,2,3,3,1,1,2,2,4,4,1,4,1,1,3,1,1,1,2,1,1,1,3,4,2,2,2,1,2,4,4,4,1,1,1,1,4,4,4,4,1,1,3,4,3,3,2,4,4,4,1,1,2,1,2,1,2,1,1,1,4,2,1,1,3,3,1,1,3,3,3,3,4,1,1,1,3,3,2,2,1,1,3,3,1,1,3,1,3,3,3,3,2,2,4,4,3,1,1,1,1,1,3,3,3,3,3,1,1,1,4,4,1,4,1,1,2,2,4,4,2,1,1,3,2,2,2,2,3,3,1,1,4,2,4,4,2,2,1,1,2,2,2,1,4,4,3,3,1,1,3,3,1,1,1,3,3,3,4,4,4,4,1,3,3,3,2,4,2,2,3,3,3,3,1,1,1,3
"283","M074255","M750","1B","DO071914SFB014","SFB",200,12,"7/19/14",NA,"EC","9/25/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074255_M750_1B",4,4,3,3,6,6,1,1,4,1,2,1,2,2,1,3,1,1,3,3,1,1,2,1,4,4,4,4,1,3,3,1,1,1,2,2,1,1,3,4,2,2,2,1,2,4,4,4,1,1,1,1,4,4,4,4,1,1,3,4,3,3,2,2,4,4,1,1,2,1,2,2,1,1,4,1,4,2,1,3,3,1,1,1,3,3,3,3,1,1,1,1,3,3,2,2,1,1,3,3,1,1,3,1,3,4,3,3,2,2,4,4,1,1,1,1,1,1,3,3,2,3,3,3,1,1,4,4,4,4,1,1,1,1,4,4,2,1,3,3,4,4,2,2,1,1,1,1,4,2,4,4,2,1,2,2,2,2,2,1,4,4,1,1,1,1,3,3,1,1,3,3,3,3,4,4,4,4,3,3,3,3,2,2,2,2,3,3,3,3,1,1,1,1
"284","M074256","M750","1C","DO071914SFB015","SFB",185,12,"7/19/14",NA,"EC","9/25/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074256_M750_1C",4,4,3,3,6,6,1,1,4,1,2,1,2,2,1,3,2,1,2,3,1,1,2,2,4,4,1,4,1,3,1,1,3,1,2,1,3,1,3,3,4,2,2,1,4,4,4,4,1,1,1,1,2,4,4,1,1,1,3,3,3,3,2,4,3,4,1,1,2,1,2,2,2,2,4,4,2,2,1,3,3,1,1,1,3,3,3,3,4,4,2,1,3,3,2,2,1,3,3,3,3,3,1,1,3,3,3,3,2,2,4,1,3,1,2,1,1,1,1,3,2,2,1,1,4,4,2,4,1,4,3,1,2,2,4,4,1,1,3,3,2,4,2,2,3,3,1,1,4,2,3,3,2,2,2,2,2,2,2,1,4,4,3,3,1,4,3,3,1,1,1,3,1,1,4,4,4,4,1,3,2,3,4,4,2,2,3,1,3,1,1,3,3,3
"285","M074257","M750","1D","DO071914SFB016","SFB",168,12,"7/19/14",NA,"EC","9/25/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074257_M750_1D",4,4,3,4,6,6,3,1,4,1,2,1,2,2,1,3,2,1,3,3,1,1,2,2,4,4,1,1,1,1,1,1,3,3,2,1,3,1,3,4,2,2,2,1,2,2,4,4,4,1,1,1,2,2,4,4,1,1,3,4,3,3,4,4,3,3,1,1,2,1,2,2,2,1,4,1,4,2,1,1,3,3,1,1,1,1,3,3,4,1,2,2,3,3,2,2,1,3,3,3,3,3,3,1,3,3,3,1,2,2,4,4,3,1,2,1,1,1,1,3,2,2,1,1,4,1,2,2,1,4,3,1,2,1,2,4,1,1,3,3,2,2,2,2,1,3,3,1,4,2,3,4,2,1,2,2,2,2,1,1,4,4,1,3,1,1,3,3,1,1,1,3,3,3,4,4,4,4,1,3,2,3,4,4,2,2,3,1,3,3,1,3,1,3
"286","M074258","M750","1E","DO071914SFB017","SFB",170,13,"7/19/14",NA,"EC","9/25/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074258_M750_1E",4,4,3,3,7,6,3,1,4,1,2,2,2,2,1,1,2,1,3,3,4,4,2,2,4,4,1,4,1,3,3,1,3,3,2,1,3,3,3,3,2,2,2,2,2,4,4,4,1,1,1,1,2,4,4,4,1,1,3,4,3,4,4,4,3,4,1,1,2,1,2,2,2,2,4,1,2,2,1,3,3,3,1,1,1,3,3,3,4,1,2,1,1,3,2,2,3,3,3,3,1,1,1,1,3,3,3,3,2,1,4,4,3,1,1,1,1,1,1,3,2,3,3,1,4,1,2,4,1,4,3,1,2,1,4,4,1,1,3,3,2,4,2,2,3,3,1,1,4,4,3,4,2,2,2,2,2,2,1,1,4,4,1,3,1,1,3,3,1,1,3,3,3,3,4,1,2,4,3,3,2,2,2,4,2,2,3,1,3,1,1,1,3,3
"287","M074259","M750","1F","DO071914SFB018","SFB",160,13,"7/19/14",NA,"EC","9/25/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074259_M750_1F",2,4,3,4,7,6,3,1,4,1,2,1,2,2,3,3,2,2,3,3,1,1,2,2,4,4,1,1,1,1,1,1,3,1,2,1,3,1,3,3,4,4,2,2,2,4,4,4,1,1,1,1,2,4,4,4,1,1,3,3,3,3,2,4,4,4,1,3,1,1,2,1,2,2,4,4,4,2,1,1,3,1,1,1,1,1,3,3,4,1,2,1,1,3,2,1,1,3,3,3,3,3,3,1,3,3,3,1,2,1,4,1,3,3,2,1,1,1,1,1,2,3,3,1,4,4,2,4,1,1,3,1,2,2,4,4,1,1,3,3,2,4,2,2,1,3,3,1,4,4,4,4,2,2,2,2,2,2,2,2,4,4,1,3,1,1,3,3,1,3,3,3,3,3,4,4,4,4,3,3,2,3,4,4,2,2,3,1,3,1,1,3,1,3
"288","M074260","M750","1G","DO071914SFB019","SFB",150,13,"7/19/14",NA,"EC","9/25/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074260_M750_1G",4,4,3,4,7,6,3,1,4,1,2,1,2,3,3,3,2,1,2,2,1,1,2,1,4,4,1,1,1,3,3,1,3,3,2,1,3,3,3,4,2,2,2,1,2,2,4,4,1,1,1,1,2,2,4,4,1,1,3,3,3,3,4,4,3,4,1,1,1,1,2,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,3,3,4,1,2,1,1,3,2,2,1,3,3,3,3,3,3,3,3,3,3,1,2,2,4,4,1,1,2,1,4,1,1,1,2,3,3,1,4,1,2,4,1,4,1,1,1,1,4,4,1,1,3,3,2,4,2,2,1,1,1,1,4,2,3,4,2,2,2,2,2,2,1,1,4,4,1,3,1,1,2,3,1,3,3,3,3,3,4,4,4,4,3,3,2,2,4,4,2,2,3,3,3,3,3,3,3,3
"289","M074261","M750","1H","DO071914SFB020","SFB",250,12,"7/19/14",NA,"EC","9/25/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074261_M750_1H",4,4,3,3,6,6,3,3,4,1,2,2,2,2,1,3,2,1,3,3,1,4,2,1,4,4,1,4,1,1,3,1,3,1,2,1,3,3,3,3,4,2,2,1,2,4,4,4,1,1,1,1,2,2,4,4,1,1,3,3,3,4,4,4,3,4,1,1,2,1,2,2,2,2,4,1,2,2,1,1,3,3,1,1,1,3,3,3,4,4,1,1,3,3,2,2,1,3,3,3,3,3,1,1,3,3,3,3,1,1,4,4,3,1,2,2,1,1,1,3,2,3,3,1,4,1,2,4,1,4,3,1,1,1,4,4,1,1,3,3,4,4,2,2,1,3,1,1,4,2,3,3,2,1,2,2,2,2,1,1,4,4,1,3,1,1,2,3,1,1,1,3,3,3,4,1,2,4,3,3,2,2,2,4,2,2,3,3,3,3,1,1,1,3
"290","M074262","M750","2A","DO071914SFB021","SFB",190,13,"7/19/14",NA,"EC","9/25/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074262_M750_2A",0,0,3,4,7,6,3,1,1,1,2,1,2,2,3,3,1,1,2,3,1,4,2,2,4,4,1,1,1,1,1,1,3,3,1,1,3,3,3,3,4,2,2,1,2,4,4,4,1,1,1,1,2,4,4,1,1,1,3,3,3,4,2,4,3,4,1,1,2,1,2,2,2,2,4,1,4,2,1,3,3,3,4,1,1,3,3,3,4,4,2,1,3,3,2,2,1,3,3,3,3,1,3,1,3,4,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2,2,3,3,4,4,2,4,1,1,1,1,1,1,4,4,1,1,3,3,2,4,2,2,1,3,1,1,4,2,3,3,2,2,2,2,2,2,1,1,4,4,1,1,1,1,3,3,1,1,1,1,3,3,4,4,4,4,1,1,3,3,4,4,2,2,3,1,3,1,1,3,1,3
"291","M074263","M750","2B","DO071914SFB022","SFB",235,13,"7/19/14",NA,"EC","9/25/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074263_M750_2B",4,4,3,3,7,6,3,1,4,1,2,1,2,2,3,3,2,1,2,3,1,1,2,2,4,4,1,4,3,3,1,1,3,1,2,1,3,1,3,3,4,2,2,1,4,4,4,4,1,1,3,1,2,4,4,1,1,1,3,3,3,4,2,4,3,4,1,1,2,1,2,2,2,1,4,1,4,2,1,3,3,3,1,1,1,3,3,3,4,4,2,2,3,3,2,2,1,3,1,3,3,3,3,1,3,3,3,3,2,2,4,1,3,1,1,1,4,1,1,3,3,3,3,1,1,1,2,4,1,1,3,1,2,2,2,4,1,1,3,3,2,4,2,2,1,1,3,1,4,4,3,4,2,1,2,2,2,2,1,1,4,4,1,3,1,1,2,2,1,1,1,1,3,3,4,4,4,4,3,3,2,3,2,4,2,2,3,3,1,1,3,3,3,3
